date	actual	humidity	set	valve
2020-01-26 09:34:08.197303	20,6	46	21,5	50
2020-01-26 09:39:08.320842	20,6	46	21,5	50
2020-01-26 09:44:08.224170	20,6	46	21,5	50
2020-01-26 09:49:08.171541	20,6	46	21,5	50
2020-01-26 09:54:08.232673	20,6	46	21,5	50
2020-01-26 09:59:08.266236	20,6	46	21,5	50
2020-01-26 10:04:08.265326	20,6	46	21,5	50
2020-01-26 10:09:09.483192	20,8	46	21,5	50
2020-01-26 10:14:08.314794	20,8	46	21,5	50
2020-01-26 10:19:09.090194	20,8	46	21,5	50
2020-01-26 10:24:08.270465	20,9	46	21,5	50
2020-01-26 10:29:08.283005	20,9	46	21,5	50
2020-01-26 10:34:08.394624	20,9	46	21,5	50
2020-01-26 10:39:08.256217	20,9	46	21,5	50
2020-01-26 10:44:08.264552	20,9	46	21,5	50
2020-01-26 10:49:08.220653	20,9	46	21,5	50
2020-01-26 10:54:11.140360	20,9	46	21,5	50
2020-01-26 10:59:11.228489	20,9	46	21,5	50
2020-01-26 11:04:09.579302	20,9	46	21,5	50
2020-01-26 11:09:08.140700	20,9	46	21,5	50
2020-01-26 11:14:08.262219	21,1	46	21,5	50
2020-01-26 11:19:09.465828	21,1	46	21,5	50
2020-01-26 11:24:08.289378	21,1	46	21,5	50
2020-01-26 11:29:08.179061	21,1	46	21,5	50
2020-01-26 11:34:08.159238	21,1	46	21,5	50
2020-01-26 11:39:08.217547	21,1	46	21,5	50
2020-01-26 11:44:08.320171	21,2	46	21,5	50
2020-01-26 11:49:12.438869	21,2	46	21,5	50
2020-01-26 11:54:12.743927	21,2	46	21,5	50
2020-01-26 11:59:10.958408	21,2	46	21,5	50
2020-01-26 12:04:09.179499	21,2	46	21,5	50
2020-01-26 12:09:09.899968	21,2	46	21,5	50
2020-01-26 12:14:08.293694	21,2	46	21,5	50
2020-01-26 12:19:08.722851	21,2	46	21,5	50
2020-01-26 12:24:08.397483	21,2	46	21,5	50
2020-01-26 12:29:08.381839	21,2	46	21,5	50
2020-01-26 12:34:08.275078	21,2	46	21,5	50
2020-01-26 12:39:08.440988	21,1	46	21,5	50
2020-01-26 12:44:09.092123	21,1	46	21,5	50
2020-01-26 12:49:08.392786	21,1	46	21,5	50
2020-01-26 12:54:12.201992	21,1	46	21,5	50
2020-01-26 12:59:09.264947	21,1	46	21,5	50
2020-01-26 13:04:08.238917	21,1	46	21,5	50
2020-01-26 13:09:08.441749	21,1	46	21,5	50
2020-01-26 13:14:08.351768	21,1	46	21,5	50
2020-01-26 13:19:08.331562	21,1	46	21,5	50
2020-01-26 13:24:08.479984	21,2	45	21,5	80
2020-01-26 13:29:08.350358	21,2	46	21,5	50
2020-01-26 13:34:08.292856	21,2	46	21,5	50
2020-01-26 13:39:08.317593	21,2	46	21,5	50
2020-01-26 13:44:08.357470	21,2	46	21,5	50
2020-01-26 13:49:08.442788	21,2	46	21,5	40
2020-01-26 13:54:08.486410	21,2	46	21,5	40
2020-01-26 13:59:08.317796	21,2	46	21,5	40
2020-01-26 14:04:08.936112	21,2	46	21,5	40
2020-01-26 14:09:08.498269	21,2	46	21,5	40
2020-01-26 14:14:08.381132	21,2	46	21,5	40
2020-01-26 14:19:08.199275	21,2	46	21,5	40
2020-01-26 14:24:08.391542	21,3	47	21,5	40
2020-01-26 14:29:08.324611	21,3	47	21,5	40
2020-01-26 14:34:08.428018	21,3	47	21,5	40
2020-01-26 14:39:08.336631	21,3	47	21,5	40
2020-01-26 14:44:08.280406	21,3	47	21,5	40
2020-01-26 14:49:08.323950	21,3	47	21,5	40
2020-01-26 14:54:09.047685	21,3	47	21,5	40
2020-01-26 14:59:08.826671	21,3	47	21,5	40
2020-01-26 15:04:10.976150	21,3	47	21,5	40
2020-01-26 15:09:09.327541	21,3	47	21,5	40
2020-01-26 15:14:09.763204	21,3	47	21,5	40
2020-01-26 15:19:08.293714	21,5	47	22	40
2020-01-26 15:24:08.825345	21,5	47	22	40
2020-01-26 15:29:08.238192	21,5	47	22	40
2020-01-26 15:34:14.454564	21,5	47	22	40
2020-01-26 15:39:08.369397	21,5	47	22	40
2020-01-26 15:44:08.463043	21,5	47	22	40
2020-01-26 15:49:08.411176	21,5	47	22	40
2020-01-26 15:54:08.339854	21,5	47	22	40
2020-01-26 15:59:08.285075	21,5	47	22	40
2020-01-26 16:04:10.788853	21,5	47	22	40
2020-01-26 16:09:08.203645	21,5	47	22	40
2020-01-26 16:14:08.515902	21,4	48	22	50
2020-01-26 16:19:15.828168	21,4	48	22	50
2020-01-26 16:24:10.557769	21,4	48	22	50
2020-01-26 16:29:08.313246	21,4	48	22	50
2020-01-26 16:34:09.397645	21,2	48	22	50
